Timestamp,Volume Flow,Mass Flow,Average Flow,Totalizer
2.7778549194335938,11.0218353271,11.0218353271,nan,0.00
12.783148050308228,4.9216918945,4.9216918945,nan,0.00
22.78929305076599,731.9038085938,731.9038085938,762.2181396484,1.00
32.79533791542053,775.2113037109,775.2113037109,765.2282714844,3.00
42.80147099494934,729.2609863281,729.2609863281,761.7239379883,5.00
52.807656049728394,771.3294067383,771.3294067383,760.7283935547,8.00
62.81397104263306,762.9503784180,762.9503784180,761.4055175781,10.00
72.81990909576416,718.3604736328,718.3604736328,760.3162841797,12.00
82.82597303390503,739.4163208008,739.4163208008,757.0103759766,14.00
92.8319947719574,755.2472534180,755.2472534180,758.6751098633,16.00
102.83824896812439,743.3588867188,743.3588867188,755.6328735352,18.00
112.94745802879333,732.1464233398,732.1464233398,753.0336914063,20.00
122.95372486114502,752.2318115234,752.2318115234,751.5687866211,22.00
132.96026706695557,749.1210937500,749.1210937500,751.2291870117,24.00
142.96651697158813,797.8269042969,797.8269042969,750.8707885742,26.00
152.973060131073,738.6624755859,738.6624755859,750.5228881836,28.00
162.97939777374268,713.2048339844,713.2048339844,749.6026000977,30.00
172.98557996749878,735.1445312500,735.1445312500,749.3439941406,32.00
182.99187207221985,766.6763305664,766.6763305664,748.7159423828,34.00
192.99827885627747,716.4541625977,716.4541625977,748.6200561523,37.00
203.00458192825317,731.8691406250,731.8691406250,748.5873413086,39.00
213.01094508171082,776.0778198242,776.0778198242,747.6481933594,41.00
223.01747393608093,821.1962890625,821.1962890625,747.1496582031,43.00
233.0236620903015,789.1879272461,789.1879272461,747.4505615234,45.00
243.03012204170227,791.3801269531,791.3801269531,748.6215209961,47.00
253.03633403778076,764.8566894531,764.8566894531,748.6962890625,49.00
263.04273986816406,718.7677001953,718.7677001953,748.1917114258,51.00
273.0492570400238,748.5318603516,748.5318603516,747.8934936523,53.00
283.0554130077362,769.7870483398,769.7870483398,747.4143066406,55.00
293.06201004981995,720.9946289063,720.9946289063,747.0159912109,57.00
303.0681641101837,765.6885375977,765.6885375977,746.6083374023,59.00
313.0744729042053,708.9503173828,708.9503173828,746.3911743164,61.00
323.0807559490204,727.3806762695,727.3806762695,746.1941528320,63.00
333.0872461795807,672.0982055664,672.0982055664,746.1762695313,65.00
343.0936551094055,736.2449340820,736.2449340820,745.9637451172,67.00
353.0997769832611,713.8633422852,713.8633422852,746.1896362305,70.00
363.1061360836029,700.9439086914,700.9439086914,745.7939453125,72.00
373.1126070022583,750.0309448242,750.0309448242,745.4441528320,74.00
383.11880707740784,761.9019165039,761.9019165039,745.4940795898,76.00
393.1253881454468,703.2661132813,703.2661132813,745.5252685547,78.00
403.1315760612488,684.9830322266,684.9830322266,744.9523315430,80.00
413.13797307014465,717.0173950195,717.0173950195,744.6235351563,82.00
423.14419198036194,717.8579101563,717.8579101563,743.9874267578,84.00
433.1505379676819,736.1149902344,736.1149902344,743.8677368164,86.00
443.15688920021057,761.5899658203,761.5899658203,743.7541503906,88.00
453.163213968277,768.3572998047,768.3572998047,743.5378417969,90.00
463.16974115371704,756.9108886719,756.9108886719,743.2451171875,92.00
473.1759099960327,733.7321166992,733.7321166992,743.0133056641,94.00
483.18262815475464,714.5825195313,714.5825195313,742.6412963867,96.00
493.1887080669403,747.2494506836,747.2494506836,742.4845581055,98.00
503.19496393203735,725.3184204102,725.3184204102,742.6135253906,100.00
513.2012810707092,667.5750732422,667.5750732422,742.3828735352,102.00
523.2075929641724,746.8855590820,746.8855590820,742.7041625977,104.00
533.2141728401184,744.8752441406,744.8752441406,742.9704589844,106.00
553.2226920127869,676.1793823242,676.1793823242,743.3727416992,110.00
563.2291560173035,760.2902221680,760.2902221680,743.2122802734,112.00
573.2353019714355,649.6126098633,649.6126098633,742.9456176758,114.00
583.2418839931488,725.9249877930,725.9249877930,742.7854003906,116.00
593.2479848861694,781.4500732422,781.4500732422,742.7640991211,119.00
603.2543249130249,742.1631469727,742.1631469727,742.7460327148,121.00
613.260833978653,734.6419677734,734.6419677734,742.6929931641,123.00
623.267019033432,720.1367797852,720.1367797852,742.4926147461,125.00
633.27365899086,828.7261352539,828.7261352539,742.6962890625,127.00
643.2797911167145,793.2084350586,793.2084350586,742.6766357422,129.00
653.2862770557404,749.0344238281,749.0344238281,742.4289550781,131.00
663.2923789024353,727.1987304688,727.1987304688,742.6608276367,133.00
673.2987861633301,690.0953369141,690.0953369141,742.4414062500,135.00
683.3049800395966,823.6311645508,823.6311645508,742.6406250000,137.00
693.3113861083984,708.6470336914,708.6470336914,742.4241333008,139.00
703.3180420398712,779.3184814453,779.3184814453,742.0618896484,141.00
713.3241069316864,739.5809936523,739.5809936523,741.9105224609,143.00
723.3306391239166,746.2616577148,746.2616577148,741.8679199219,145.00
733.3367490768433,744.0261230469,744.0261230469,741.9046630859,147.00
743.343052148819,710.6226196289,710.6226196289,742.0200195313,149.00
753.3496599197388,703.7080078125,703.7080078125,741.8389282227,151.00
763.3557119369507,699.7827758789,699.7827758789,741.6516723633,153.00
773.362104177475,695.5282592773,695.5282592773,741.5934448242,155.00
783.3684780597687,741.0453491211,741.0453491211,741.3854980469,157.00
793.3746559619904,720.5093994141,720.5093994141,741.3162231445,160.00
803.381050825119,668.5629272461,668.5629272461,741.1822509766,162.00
813.3874418735504,766.2777099609,766.2777099609,741.2918701172,164.00
823.3938219547272,819.7406005859,819.7406005859,741.3453369141,166.00
833.3999879360199,711.0472412109,711.0472412109,741.1500854492,168.00
843.4065611362457,734.1134033203,734.1134033203,740.9420166016,170.00
853.4126667976379,765.6105346680,765.6105346680,740.7881469727,172.00
863.4190139770508,750.5768432617,750.5768432617,740.7760009766,174.00
873.4252898693085,720.8646240234,720.8646240234,740.6604003906,176.00
883.4317600727081,727.5886840820,727.5886840820,740.4534912109,178.00
893.4381639957428,706.8707275391,706.8707275391,740.3804321289,180.00
903.4443199634552,665.1575927734,665.1575927734,740.0535278320,182.00
913.4508800506592,762.9590454102,762.9590454102,739.8775024414,184.00
923.4569029808044,767.8374023438,767.8374023438,739.7496948242,186.00
933.4632661342621,683.7352294922,683.7352294922,739.8347778320,188.00
943.4697439670563,715.4663696289,715.4663696289,739.6190185547,190.00
953.4759638309479,773.3916625977,773.3916625977,739.5635375977,192.00
963.482323884964,701.8883666992,701.8883666992,739.4045410156,194.00
973.4885671138763,740.6987304688,740.6987304688,739.3167724609,196.00
983.4951732158661,796.8910522461,796.8910522461,739.2999267578,198.00
993.501354932785,790.9815673828,790.9815673828,739.2987060547,200.00
1003.50759100914,759.9436645508,759.9436645508,739.2739868164,202.00
1013.5138750076294,738.2552490234,738.2552490234,738.9719238281,204.00
1023.5202648639679,723.3861694336,723.3861694336,738.9133911133,206.00
1033.5266690254211,746.5389404297,746.5389404297,738.7648315430,208.00
1043.5328681468964,736.2362670898,736.2362670898,738.7893066406,210.00
1053.5392198562622,389.5596008301,389.5596008301,737.8813476563,212.00
1063.5454740524292,91.9872894287,91.9872894287,733.3281250000,213.00
1073.6738469600677,104.2222137451,104.2222137451,727.3229370117,213.00
1083.680598974228,101.2674713135,101.2674713135,721.4077148438,213.00
1093.687117099762,94.2228546143,94.2228546143,715.6455078125,214.00
1103.6937079429626,89.1798400879,89.1798400879,709.9766845703,214.00
1113.7002198696136,109.2565612793,109.2565612793,704.4156494141,214.00
1123.7068889141083,102.0733032227,102.0733032227,698.9498291016,214.00
1133.7134761810303,91.7446746826,91.7446746826,693.5906372070,215.00
1143.7199668884277,98.1914062500,98.1914062500,688.2769775391,215.00
1153.726793050766,85.2459411621,85.2459411621,683.0733642578,215.00
1163.733263015747,100.9815216064,100.9815216064,677.9478759766,216.00
1183.742821931839,104.9587402344,104.9587402344,668.5877075195,216.00
1193.749078989029,118.8573455811,118.8573455811,663.7679443359,216.00
1203.7558979988098,89.8643646240,89.8643646240,658.9892578125,217.00
1213.7622079849243,80.0469665527,80.0469665527,654.2976074219,217.00
1223.7688310146332,101.7267150879,101.7267150879,649.6654052734,217.00
1233.7756009101868,87.8021087646,87.8021087646,645.1150512695,217.00
1243.7821061611176,89.7603912354,89.7603912354,640.6398315430,218.00
1253.7887859344482,89.0758514404,89.0758514404,636.2404785156,218.00
1263.7953190803528,505.5228576660,505.5228576660,632.7315673828,218.00
1273.8019618988037,463.9743347168,463.9743347168,631.5653076172,220.00
1283.808434009552,511.4930419922,511.4930419922,630.4692993164,221.00
1293.8151381015778,483.0372924805,483.0372924805,629.3677368164,222.00
1303.8218410015106,475.3081359863,475.3081359863,628.2887573242,224.00
1313.8282959461212,568.1965942383,568.1965942383,627.3018798828,225.00
1323.8351209163666,708.8636474609,708.8636474609,627.9540405273,227.00
1333.8414330482483,492.5947265625,492.5947265625,627.3741455078,229.00
1343.8481640815735,478.7221374512,478.7221374512,626.3855590820,230.00
1353.8547229766846,507.1952209473,507.1952209473,625.5151977539,231.00
1363.8612921237946,514.0925292969,514.0925292969,624.6004638672,233.00
1373.8679449558258,495.0815734863,495.0815734863,623.6438598633,234.00
1383.874531030655,491.3296508789,491.3296508789,622.7548828125,236.00
1393.8812611103058,502.3255004883,502.3255004883,621.8314208984,237.00
1403.887808084488,539.0996093750,539.0996093750,620.9029541016,238.00
1413.8944308757782,473.6964416504,473.6964416504,619.9566040039,240.00
1423.9008708000183,503.9198608398,503.9198608398,619.0822753906,241.00
1433.90753698349,521.9169921875,521.9169921875,618.2443237305,243.00
1443.9142489433289,514.8203735352,514.8203735352,617.3916625977,244.00
